Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Dynamics Computation of a Hybrid Multi-link Humanoid Robot Integrating Rigid and Soft Bodies,T. Ishigaki; K. Yamamoto,"Department of Mechano-Informatics, Univ. of Tokyo, Tokyo, Japan; Department of Mechano-Informatics, Univ. of Tokyo, Tokyo, Japan",2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),16-Dec-21,2021,,,2816,2821,"This study presents dynamics computation and control of a hybrid multi-link system that integrates rigid- and soft-bodies. It is a challenging problem to install a softness in a robot system, which is an important factor in human body. Softness achieved by human muscles and ligaments contributes to dynamic motion. Flexibility of a sports prosthetic leg allows a handicapped person to run. However, traditional algorithms of dynamics computation for a robot system or human skeletal model only consider a rigid-body multi-link system. Recent progress in soft robotics such as piecewise constant strain (PCS) model provides the way to compute dynamics of soft deformation with a low computational cost. We construct a hybrid multi-link system integrating rigid-body and the PCS model. For controlling a humanoid robot with soft links, we implement a dynamics computation with a floating-base and derive the center-of-gravity Jacobian matrix of the hybrid link system. Moreover, we demonstrate a forward dynamics simulation of a humanoid robot with prosthetic legs.",2153-0866,978-1-6654-1714-3,10.1109/IROS51168.2021.9636733,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636733,,Legged locomotion;Jacobian matrices;Deformable models;Computational modeling;Heuristic algorithms;Dynamics;Humanoid robots,artificial limbs;biomechanics;humanoid robots;Jacobian matrices;legged locomotion;muscle;robot dynamics;sport,dynamics computation;soft-bodies;robot system;human body;human muscles;ligaments;dynamic motion;human skeletal model;rigid-body multilink system;soft robotics;piecewise constant strain model;soft deformation;soft links;forward dynamics simulation;computational cost;hybrid multilink humanoid robot;hybrid multilink system;center-of-gravity Jacobian matrix;sports prosthetic leg;handicapped person,,2,,22,IEEE,16-Dec-21,,,IEEE,IEEE Conferences
Multi-directional Bicycle Robot for Bridge Inspection with Steel Defect Detection System,H. Ahmed; S. T. Nguyen; D. La; C. P. Le; H. M. La,"Department of Computer Science and Engineering, Advanced Robotics and Automation (ARA) Lab, University of Nevada, Reno, NV, USA; Department of Computer Science and Engineering, Advanced Robotics and Automation (ARA) Lab, University of Nevada, Reno, NV, USA; Department of Computer Science and Engineering, Advanced Robotics and Automation (ARA) Lab, University of Nevada, Reno, NV, USA; Department of Computer Science and Engineering, Advanced Robotics and Automation (ARA) Lab, University of Nevada, Reno, NV, USA; Department of Computer Science and Engineering, Advanced Robotics and Automation (ARA) Lab, University of Nevada, Reno, NV, USA",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,4617,4624,"This paper presents a novel design of a multi-directional bicycle robot, which is developed for the inspection of steel structures, in particular, steel-reinforced bridges. The locomotion concept is based on arranging two magnetic wheels in a bicycle-like configuration with two independent steering actuators. This configuration allows the robot to possess multi-directional mobility. An additional free joint helps the robot adapt naturally to non-flat and complex steel structures. The robot's design provides the advantage of being mechanically simple and providing high-level mobility across diverse steel structures. In addition, a visual sensor is equipped that allows the data collection for steel defect detection with offline training and validation. The paper also provides a novel pipeline for Steel Defect Detection, which utilizes multiple datasets (one for training and one for validation) from real bridges. The quantitative results have been reported for three Deep Encoder-Decoder Networks (i.e., LinkNet, UNet, DeepLab) with their corresponding Encoder modules (i.e., ResNet-18, ResNet-34, RegNet-X2, EfficientNet-B0, and EfficientNet-B2). Due to space concerns, the qualitative results have been outlined in Appendix, with a link in Fig. 11 caption to access the result provided.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981325,National Science Foundation(grant numbers:1846513); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981325,,Bridges;Training;Visualization;Pipelines;Wheels;Bicycles;Inspection,bicycles;bridges (structures);inspection;mobile robots;robot dynamics;robot kinematics;steel;structural engineering;wheels,additional free joint;bicycle-like;bridge inspection;complex steel structures;diverse steel structures;multidirectional bicycle robot;multidirectional mobility;particular steel-reinforced bridges;Steel Defect Detection system,,1,,43,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Multi-task Control for a Quadruped Robot with Changeable Leg Configuration,L. Ye; H. Liu; X. Wang; B. Liang; B. Yuan,"Center for Artificial Intelligence and Robotics, Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Center for Artificial Intelligence and Robotics, Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Center for Artificial Intelligence and Robotics, Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China; Department of Automation, Navigation and Control Research Center, Tsinghua University, Beijing, China; Center for Artificial Intelligence and Robotics, Tsinghua Shenzhen International Graduate School, Tsinghua University, Shenzhen, China",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,3944,3950,"This paper proposes a multi-task control strategy for a quadruped robot named THU-QUAD II. The mechanical design of the robot ensures a wide range of motion for all joints, which allows it to stand and walk like a mammal as well as sprawl to the ground and crawl like a reptile. Five basic leg configurations are defined for the robot, including four mammal-type configurations with bidirectional knees and one sprawling-type configuration. A multi-task control framework is developed by combining configuration selection and gait planning. According to the locomotion environments, the robot can nimbly switch between different configurations, which gives it more flexibility when facing different tasks. For the mammal-type configuration, a parametric climbing gait is designed to traverse structural terrain. For the sprawling-type configuration, a crawling gait is designed to achieve robust locomotion on uneven terrain. Simulations and experiments show that the robot is capable to move on multiple challenging terrains, including doorsills, stairs, slopes, sand and stones. This paper demonstrates that even some challenging locomotion tasks can be achieved in a rather simple way without using complicated control algorithms, which suggests us to rethink about the leg configurations in designing quadruped robots.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9340965,National Natural Science Foundation of China; Tsinghua University; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9340965,,Legged locomotion;Knee;Switches;Robot sensing systems;Collision avoidance;Task analysis;Robots,gait analysis;legged locomotion;motion control;robot dynamics,changeable leg configuration;multitask control strategy;quadruped robot;THU-QUAD II;mechanical design;mammal-type configuration;sprawling-type configuration;multitask control framework;configuration selection;parametric climbing gait;crawling gait;locomotion task,,1,,17,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
Auditory Feedback Effectiveness for Enabling Safe Sclera Force in Robot-Assisted Vitreoretinal Surgery: a Multi-User Study,A. Ebrahimi; M. Roizenblatt; N. Patel; P. Gehlbach; I. Iordachita,"Mechanical Engineering Department and Laboratory for Computational Sensing and Robotics (LCSR), Johns Hopkins University, Baltimore, MD, USA; Wilmer Eye Institute, Johns Hopkins Hospital, Baltimore, MD, USA; Mechanical Engineering Department and Laboratory for Computational Sensing and Robotics (LCSR), Johns Hopkins University, Baltimore, MD, USA; Federal University of Sao Paulo, Sao Paulo, Brazil; Mechanical Engineering Department and Laboratory for Computational Sensing and Robotics (LCSR), Johns Hopkins University, Baltimore, MD, USA",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,3274,3280,"Robot-assisted retinal surgery has become increasingly prevalent in recent years in part due to the potential for robots to help surgeons improve the safety of an immensely delicate and difficult set of tasks. The integration of robots into retinal surgery has resulted in diminished surgeon perception of tool-to-tissue interaction forces due to robot's stiffness. The tactile perception of these interaction forces (sclera force) has long been a crucial source of feedback for surgeons who rely on them to guide surgical maneuvers and to prevent damaging forces from being applied to the eye. This problem is exacerbated when there are unfavorable sclera forces originating from patient movements (dynamic eyeball manipulation) during surgery which may cause the sclera forces to increase even drastically. In this study we aim at evaluating the efficacy of providing warning auditory feedback based on the level of sclera force measured by force sensing instruments. The intent is to enhance safety during dynamic eye manipulations in robot-assisted retinal surgery. The disturbances caused by lateral movement of patient's head are simulated using a piezo-actuated linear stage. The Johns Hopkins Steady-Hand Eye Robot (SHER), is then used in a multi-user experiment. Twelve participants are asked to perform a mock retinal surgery by following painted vessels inside an eye phantom using a force sensing instrument while auditory feedback is provided. The results indicate that the users are able to handle the eye motion disturbances while maintaining the sclera forces within safe boundaries when audio feedback is provided.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9341350,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341350,,Force;Surgery;Robot sensing systems;Retina;Sensors;Safety;Robots,biological tissues;biomechanics;biomedical measurement;eye;feedback;force measurement;force sensors;manipulators;medical robotics;phantoms;surgery,robot-assisted vitreoretinal surgery;multiuser study;tool-to-tissue interaction forces;patient movements;auditory feedback;force sensing instrument;Johns Hopkins Steady-Hand Eye Robot;mock retinal surgery;safe sclera force;tactile perception;dynamic eyeball manipulation;piezoactuated linear stage;eye phantom;painted vessels;eye motion disturbances,,1,,32,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
Basic Implementation of FPGA-GPU Dual SoC Hybrid Architecture for Low-Latency Multi-DOF Robot Motion Control,Y. Nagamatsu; F. Sugai; K. Okada; M. Inaba,"Graduate School of Information Science and Technology, the University of Tokyo, Tokyo, Japan; Graduate School of Information Science and Technology, the University of Tokyo, Tokyo, Japan; Graduate School of Information Science and Technology, the University of Tokyo, Tokyo, Japan; Graduate School of Information Science and Technology, the University of Tokyo, Tokyo, Japan",2020 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),10-Feb-21,2020,,,7255,7260,"This paper describes basic implementation of an embedded controller board based on a hybrid architecture equipped with an Intel FPGA SoC and an NVIDIA GPU SoC. Embedded distributed network involving motor-drivers or other embedded boards is constructed with low-latency optical transmission link. The central controller for high-level motion planning is connected via Gigabit Ethernet. The controller board with the hybrid architecture provides lower-latency feedback control performance. Computing performance of the FPGA SoC, the GPU SoC, and the central controller is evaluated by computation time of matrix multiplication. Then, the total feedback latency is estimated to show the performance of the hybrid architecture.",2153-0866,978-1-7281-6212-6,10.1109/IROS45743.2020.9341602,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9341602,,Robot motion;Graphics processing units;Prototypes;Computer architecture;Ethernet;Feedback control;Field programmable gate arrays,feedback;field programmable gate arrays;local area networks;motion control;path planning;system-on-chip,basic implementation;FPGA-GPU dual SoC hybrid architecture;low-latency multiDOF robot motion control;embedded controller board;Intel FPGA SoC;NVIDIA GPU SoC;embedded distributed network;embedded boards;low-latency optical transmission link;central controller;high-level motion planning;lower-latency feedback control performance,,1,,20,IEEE,10-Feb-21,,,IEEE,IEEE Conferences
Shared Autonomy for Safety Between a Self-reconfigurable Robot and a Teleoperator Using Multi-layer Fuzzy Logic,R. F. G. Azcarate; S. C. Daniela; A. A. Hayat; L. Yi; M. A. V. J. Muthugala; Q. R. Tang; A. P. Povendhan; K. J. K. Leong; M. R. Elara,"Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore; Engineering Product Development Pillar, Singapore University of Technology and Design, Singapore",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,141,148,"Autonomous vehicles are designed to elevate the efficiency of assigned tasks and ensure the safety of the environment in which they operate. This paper presents a research study focused on shared autonomy using a multi-layer fuzzy logic framework to build a relationship between an autonomous self-reconfigurable robot and a human user by switching control to the teleoperator to assist the robot when it faces challenging scenarios while keeping a good performance and maintaining a safe environment. A novel multi-layer fuzzy logic decision process with shared autonomy for a safety framework is proposed. It evaluates safety based on the robot's multi-sensor inputs, the teleoperator's attention level, and the configuration state of the self-reconfigurable robot and switches the operation mode, robot speed gain, and configuration state for performance and safety without compromises. The experimental outcome successfully demonstrates the self-reconfigurable robot's capability to navigate safely using shared autonomy in real-world pavement scenarios using the proposed algorithm during autonomous navigation.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981872,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981872,,Fuzzy logic;Teleoperators;Navigation;Switches;Safety;Task analysis;Robots,fuzzy control;mobile robots;path planning;telerobotics,autonomous self-reconfigurable robot;autonomous vehicles;configuration state;multilayer fuzzy logic decision process;multisensor inputs;operation mode;robot multisensor inputs;robot speed gain;safety framework;shared autonomy;switching control;teleoperator;teleoperator attention level,,1,,36,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
Online Foot-Strike Detection Using Inertial Measurements for Multi-Legged Walking Robots,P. Čížek; J. Kubík; J. Faigl,"Department of Computer Science, Czech Technical University, Prague, Czech Republic; Department of Computer Science, Czech Technical University, Prague, Czech Republic; Department of Computer Science, Czech Technical University, Prague, Czech Republic",2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),6-Jan-19,2018,,,7622,7627,"Proprioceptive terrain sensing is essential for rough terrain traversal because it helps legged robots to negotiate individual steps by reacting to terrain irregularities. In this work, we propose to utilize inertial data in the detection of the contact between the leg and the terrain during the stride phase of the leg. We show that relatively cheap accelerometers can be utilized to reliably detect a foot-strike, and thus allow the robot to crawl irregular terrains. The continuous data processing is compared with the interrupt mode in which data are provided only around the foot-strike event. The interrupt mode exhibits significantly better performance, and it also supports generalization of the foot-strike event detector learned from data collected in slow locomotion to faster locomotion where the signals slightly change. The proposed solution is experimentally validated using a real hexapod walking robot for which the walking speed has been improved in comparison to the previous adaptive motion gait based on a force threshold-based position controller for the foot-strike detection.",2153-0866,978-1-5386-8094-0,10.1109/IROS.2018.8594010,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8594010,,Legged locomotion;Robot sensing systems;Accelerometers;Servomotors;Reliability,accelerometers;gait analysis;legged locomotion;motion control;position control;terrain mapping,interrupt mode;hexapod walking robot;inertial measurements;multilegged walking robots;proprioceptive terrain sensing;terrain irregularities;inertial data;online foot strike detection;foot strike event detector;data processing;accelerometers;terrain traversal,,1,,24,IEEE,6-Jan-19,,,IEEE,IEEE Conferences
A Multi-DOF Human-Powered Robot Using Regenerative Clutches and Constant-Force Springs,Y. Sugahara; K. Tsukamoto; M. Endo; J. Okamoto; D. Matsuura; Y. Takeda,"School of Engineering, Tokyo Institute of Technology, Tokyo, Japan; School of Engineering, Tokyo Institute of Technology, Tokyo, Japan; Department of Mechanical Engineering, Nihon University, Fukushima, Japan; Institute of Advanced Biomedical Engineering and Science, Tokyo Women’s Medical University, Tokyo, Japan; School of Engineering, Tokyo Institute of Technology, Tokyo, Japan; School of Engineering, Tokyo Institute of Technology, Tokyo, Japan",2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),28-Jan-20,2019,,,4593,4599,"In this paper, the development of a two-degrees-of-freedom (DOF) human-powered robot using regenerative clutches and constant-force springs is described. A regenerative clutch can control a transmitted torque precisely and it includes a regenerative brake and a differential gear mechanism. The single-clutch human-powered joint-drive mechanism developed in this study is a system that can output forward and reverse torques and, to control the joint angle, performs servo control of the joint with one regenerative clutch by offsetting the torque using a constant-force spring. A crank-speed-sensitive spring-locking system has also been developed to implement a safe emergency stop function when the operator stops supplying power. The two-DOF human-powered robot using our systems realized planar trajectory tracking, suggesting that the position control of the end point of a multi-DOF human-powered robot is possible.",2153-0866,978-1-7281-4004-9,10.1109/IROS40897.2019.8967618,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967618,,,clutches;control engineering computing;gears;mobile robots;motion control;position control;regenerative braking;servomechanisms;servomotors;springs (mechanical);torque;torque control,multiDOF human-powered robot;regenerative clutch;constant-force spring;regenerative brake;single-clutch human-powered joint-drive mechanism;crank-speed-sensitive spring-locking system;differential gear mechanism;safe emergency stop function;two-DOF human-powered robot;planar trajectory tracking;position control,,1,,18,IEEE,28-Jan-20,,,IEEE,IEEE Conferences
Whole-Body Control of Humanoid Robot in 3D Multi-Contact under Contact Wrench Constraints Including Joint Load Reduction with Self-Collision and Internal Wrench Distribution,N. Hiraoka; M. Murooka; H. Ito; I. Yanokura; K. Okada; M. Inaba,"Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan; Department of Mechano-Informatics, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan",2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),28-Jan-20,2019,,,3860,3867,"In this paper, we propose an approach for online whole-body control of position-controlled humanoid robot with 3D multi-contact to cope with contact wrench constraints and joint overload. In our method, robots are controlled under contact wrench constraints with three features: 1) internal wrench control to reduce joint load and prolong the time in which the high-load postures can be maintained 2) feasible utilization of self-collision to reduce joint load by turning off joint servo gains 3) handling degenerated degree of freedom by solving a quadratic optimization problem integrating wrench distribution and inverse kinematics in which internal wrench is controlled only in controllable directions.With our methods, HRP2-JSKNTS could pick up an object under a desk with squatting with the back of the upper leg on the back of the lower leg without sliding at the right arm. We also evaluated the effectiveness of our control to reduce joint load with another experiment.",2153-0866,978-1-7281-4004-9,10.1109/IROS40897.2019.8967555,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967555,,,biomechanics;humanoid robots;motion control;position control;quadratic programming;robot kinematics,internal wrench distribution;whole-body control;position-controlled humanoid robot;3D multicontact;joint overload;high-load postures;inverse kinematics;controllable directions;joint servo gain;contact wrench constraints;joint load reduction;quadratic optimization problem,,1,,16,IEEE,28-Jan-20,,,IEEE,IEEE Conferences
A Multi-Granularity Scene Segmentation Network for Human-Robot Collaboration Environment Perception,J. Fan; P. Zheng; C. K. M. Lee,"Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hong Kong SAR; Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hong Kong SAR; Department of Industrial and Systems Engineering, The Hong Kong Polytechnic University, Hong Kong SAR",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,2105,2110,"Human-robot collaboration (HRC) has been considered as a promising paradigm towards futuristic human-centric smart manufacturing, to meet the thriving needs of mass personalization. In this context, existing robotic systems normally adopt a single-granularity semantic segmentation scheme for environment perception, which lacks the flexibility to be implemented to various HRC situations. To fill the gap, this study proposes a multi-granularity scene segmentation network. Inspired by some recent network designs, we construct an encoder network with two ConvNext-T backbones for RGB and depth respectively, and an decoder network consisting of multi-scale supervision and multi-granularity segmentation branches. The proposed model is demonstrated in a human-robot collaborative battery disassembly scenario and further evaluated in comparison with state-of-the-art RGB-D semantic segmentation methods on the NYU-Depth V2 dataset.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981684,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981684,,Point cloud compression;Semantic segmentation;Semantics;Collaboration;Predictive models;Cognition;Decoding,convolutional neural nets;human-robot interaction;image colour analysis;image segmentation;industrial robots;manufacturing systems;robot vision,decoder network;encoder network;human-centric smart manufacturing;human-robot collaboration environment perception;human-robot collaborative battery disassembly scenario;multigranularity scene segmentation network;NYU-Depth V2 dataset;robotic systems;single-granularity semantic segmentation scheme;state-of-the-art RGB-D semantic segmentation methods,,,,27,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
A Multi-Task Priority Framework for Redundant Robots with Multiple Kinematic Chains under Hard Joint and Cartesian Constraints,A. Peñalver; J. J. Fernández; A. Soriano; P. J. Sanz,"Departament d'Enginyeria i Ciència dels Computadors, Universitat Jaume I, Castelló de la Plana, Spain; Departament d'Enginyeria i Ciència dels Computadors, Universitat Jaume I, Castelló de la Plana, Spain; Departament d'Enginyeria i Ciència dels Computadors, Universitat Jaume I, Castelló de la Plana, Spain; Departament d'Enginyeria i Ciència dels Computadors, Universitat Jaume I, Castelló de la Plana, Spain",2018 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),6-Jan-19,2018,,,2410,2417,"This paper introduces an extension of the reverse priority framework for the kinematic control of redundant robots. It integrates, in a unified framework, the treatment of multiple tasks, multiple kinematic chains, different joint priorities and hard constraints. The management of multiple tasks is based on the reverse priority method, that has been modified so that it makes possible the assignment of different priorities to each joint in order to accomplish the tasks. This framework is also suitable for robotic systems with multiple kinematic chains, which could share several joints. Moreover, it can deal with bilateral and unilateral constraints, that can be defined either at joint or cartesian space. Hard constraints are considered at each priority level, instead of treating them separately at the highest priority level. The proposed framework has been evaluated in simulation and in real experiments with a redundant underwater vehicle-manipulator system at sea.",2153-0866,978-1-5386-8094-0,10.1109/IROS.2018.8593967,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8593967,,Task analysis;Kinematics;Jacobian matrices;Redundancy;End effectors,redundant manipulators,multiple kinematic chains;hard joint;reverse priority framework;kinematic control;redundant robots;reverse priority method;robotic systems;bilateral constraints;unilateral constraints;multitask priority framework;joint priorities;Cartesian constraints,,,,17,IEEE,6-Jan-19,,,IEEE,IEEE Conferences
Decentralized Control and Teleoperation of a Multi-UAV Parallel Robot Based on Intrinsic Measurements,S. Liu; J. Erskine; A. Chriette; I. Fantoni,"École Centrale de Nantes, Laboratoire des Sciences du Numérique de Nantes (LS2N), UMR CNRS, Nantes, France; École Centrale de Nantes, Laboratoire des Sciences du Numérique de Nantes (LS2N), UMR CNRS, Nantes, France; École Centrale de Nantes, Laboratoire des Sciences du Numérique de Nantes (LS2N), UMR CNRS, Nantes, France; LS2N, Centre National de la Recherche Scientifique, France",2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),16-Dec-21,2021,,,6329,6335,"Aerial manipulators have great potential in accomplishing a variety of aerial tasks. One class of aerial manipulators, multi-UAV parallel robots, consists of multiple UAVs connected to a payload or an end-effector by passive kinematic chains. The primary limitation of such aerial manipulators is the dependence on motion capture (MOCAP) systems that provide precise and high-rate exteroceptive pose measurements of all bodies in a common inertial frame, but which are impractical in the majority of real applications.This paper proposes a novel methodology of controlling multi-UAV parallel robots, using a Flying Parallel Robot (FPR) as a case study, that could be deployed without a system of external localisation. Intrinsic measurements acquired onboard the UAVs are used to recover a set of robot states that avoid using coordinates derived from a global frame and allow control of the robot by teleoperation. Two decentralized control methods are proposed, based on inter-UAV communicating or non-communicating scenarios. Experiments with intrinsic measurements emulated by MOCAP are carried out to show the performance of the proposed method.",2153-0866,978-1-6654-1714-3,10.1109/IROS51168.2021.9636195,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636195,Aerial Systems: Mechanics and Control;Multi-Robot Systems;Parallel Robots;Aerial Manipulation,Parallel robots;Coordinate measuring machines;Robot kinematics;Decentralized control;Kinematics;End effectors;Motion measurement,autonomous aerial vehicles;decentralised control;end effectors;manipulator dynamics;manipulator kinematics;multi-robot systems;telerobotics,teleoperation;intrinsic measurements;aerial manipulators;passive kinematic chains;motion capture systems;inertial frame;flying parallel robot;decentralized control;multiUAV parallel robot;end-effector,,,,20,IEEE,16-Dec-21,,,IEEE,IEEE Conferences
A Multi-Channel Embedded DSP Closed-Loop Control System for Musical Robots,J. Long; J. Murphy; D. A. Carnegie; A. Kapur,"New Zealand School of Music, Victoria University of Wellington, Wellington, New Zealand; New Zealand School of Music, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand; School of Engineering and Computer Science, Victoria University of Wellington, Wellington, New Zealand",2019 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),28-Jan-20,2019,,,2951,2958,"The continuous automatic calibration of musical robots is an important step toward enabling them to create accurate, reliable, and expressive performances. Several attempts have been made to achieve this using external laptops, single-board computers and off-the-shelf hardware, but these solutions have various drawbacks that preclude their use in many musical robotics contexts. This paper presents a new, custom-built embedded DSP system that is capable of up to 32 channels of high quality audio input and output, created to carry out musical information retrieval tasks on the sonic output of musical robots in real time while they are performing. The results of these analyses are continuously fed to musical robot control hardware in order to inform their performance. The design and construction of the circuit board is described, the Musical Information Retrieval (MIR)-based algorithms carried out by the board are outlined, the system's performance in representative applications are evaluated, and its various implications to the field of musical robotics and beyond are discussed. By integrating this system into new musical robots, the result is instruments that are able to `listen' to the audible results of their own actuations in real time, and continuously calibrate their actions to best represent the intentions of the programmed musical composition or live input.",2153-0866,978-1-7281-4004-9,10.1109/IROS40897.2019.8967687,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8967687,Musical Information Retrieval;Musical Robotics;Digital Signal Processing;MIDI,,acoustic signal processing;calibration;closed loop systems;digital signal processing chips;information retrieval;music;robots,multichannel embedded DSP closed-loop control system;musical robots;accurate performances;reliable performances;expressive performances;musical robotics contexts;custom-built embedded DSP system;musical information retrieval tasks;musical robot control hardware;programmed musical composition;musical information retrieval-based algorithms,,,,18,IEEE,28-Jan-20,,,IEEE,IEEE Conferences
Multi-axis Reorientation of a Free-falling Omnidirectional Wheeled Robot,M. Charlet; T. Laliberté; C. Gosselin,"Department of Mechanical Engineering, Laval University Robotics Laboratory, Université Laval, Québec City, Québec, Canada; Department of Mechanical Engineering, Laval University Robotics Laboratory, Université Laval, Québec City, Québec, Canada; Department of Mechanical Engineering, Laval University Robotics Laboratory, Université Laval, Québec City, Québec, Canada",2022 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),26-Dec-22,2022,,,3484,3490,"This paper presents reorientation manoeuvres applied to an omnidirectional wheeled robot for impact mitigation during short falls. The proposed robot architecture aims to build upon recent innovations in reorientation robots to attain fast, multi-axis reorientation. Indeed, the use of omnidirectional wheels allows for simplifications to be made with respect to previous mobile robot architectures that make the proposed architecture more efficient for free fall reorientation, while still maintaining free roaming capabilities. To test these improvements, a prototype is built and a free roam and two free fall demonstrations are completed. On the one hand, the free roam demonstration validates that translation along both horizontal axes and rotation about the yaw axis are achieved with the presented prototype. On the other hand, the first free fall demonstration shows that a worst case scenario of a 180-degree reorientation about one axis can be completed in just under 0.45 seconds (one-metre fall) and the second free fall demonstration validates that the prototype is capable of simultaneous reorientation about both the roll and pitch axes. Therefore, the fast, multi-axis reorientation capabilities of the developed prototype are verified.",2153-0866,978-1-6654-7927-1,10.1109/IROS47612.2022.9981821,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9981821,,Technological innovation;Trajectory planning;Prototypes;Wheels;Sensor fusion;Position measurement;Robot sensing systems,mobile robots;motion control;robot dynamics,free fall demonstration;free fall reorientation;free roam demonstration;free roaming capabilities;free-falling omnidirectional wheeled robot;horizontal rotation;horizontal axes;multiaxis reorientation;reorientation manoeuvres;reorientation robots;robot architecture;yaw axis,,,,28,IEEE,26-Dec-22,,,IEEE,IEEE Conferences
