"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","INSPEC Controlled Terms","INSPEC Non-Controlled Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Informative Path Planning with Local Penalization for Decentralized and Asynchronous Swarm Robotic Search","P. Ghassemi; S. Chowdhury","Dept. of Mechanical and Aerospace Engineering, University at Buffalo, Buffalo, NY, USA; Dept. of Mechanical and Aerospace Engineering, University at Buffalo, Buffalo, NY, USA","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","188","194","Decentralized swarm robotic solutions to searching for targets that emit a spatially varying signal promise task parallelism, time efficiency, and fault tolerance. It is, however, challenging for swarm algorithms to offer scalability and efficiency, while preserving mathematical insights into the exhibited behavior. A new decentralized search method (called Bayes-Swarm), founded on batch Bayesian Optimization (BO) principles, is presented here to address these challenges. Unlike swarm heuristics approaches, Bayes-Swarm decouples the knowledge generation and task planning process, thus preserving insights into the emergent behavior. Key contributions lie in: 1) modeling knowledge extraction over trajectories, unlike in BO; 2) time-adaptively balancing exploration/exploitation and using an efficient local penalization approach to account for potential interactions among different robots' planned samples; and 3) presenting an asynchronous implementation of the algorithm. This algorithm is tested on case studies with bimodal and highly multimodal signal distributions. Up to 76 times better efficiency is demonstrated compared to an exhaustive search baseline. The benefits of exploitation/exploration balancing, asynchronous planning, and local penalization, and scalability with swarm size, are also demonstrated.","","978-1-7281-2876-4","10.1109/MRS.2019.8901084","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901084","Swarm Robotic Search;Informative Path Planning;Bayesian Search;Gaussian Process;Asynchronous","Robots;Swarm robotics;Task analysis;Planning;Optimization;Path planning;Bayes methods","Bayes methods;learning (artificial intelligence);mobile robots;multi-robot systems;particle swarm optimisation;path planning;search problems","informative path planning;asynchronous swarm robotic search;decentralized swarm robotic solutions;spatially varying signal promise task parallelism;fault tolerance;swarm algorithms;mathematical insights;exhibited behavior;decentralized search method;batch Bayesian Optimization principles;BO;swarm heuristics approaches;Bayes-Swarm decouples;knowledge generation;task planning process;asynchronous implementation;bimodal signal distributions;highly multimodal signal distributions;exhaustive search baseline;asynchronous planning;swarm size;local penalization approach","","6","","33","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"On Minimum Time Multi-Robot Planning with Guarantees on the Total Collected Reward","A. Sadeghi; A. B. Asghar; S. L. Smith","Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada; Department of Electrical and Computer Engineering, University of Waterloo, Waterloo, ON, Canada","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","16","22","In this paper, we study a multi-robot planning problem where a team of robots visit locations in an environment to collect a specified amount of reward in the minimum possible time. Each location has a weight associated with it that represents the value or amount of reward that can be collected by visiting that location. The problem is to design tours for the robots to collect at least D units of reward while minimizing the length of the longest robot tour. The single robot unweighted version of this problem is called the k-STROLL problem. We provide a 3-approximation algorithm for the multiple robot version of the k-STROLL problem. This leads to an algorithm for the weighted problem that collects at least (1 - ϵ)D reward with tour lengths of at most 3 times the optimal tour length. The analysis of the approximation algorithm is then extended to provide bi-criterion approximations to two variations of the problem. We provide an application of the approximation algorithm for planning UAV tours with gimballed cameras for monitoring an urban environment.","","978-1-7281-2876-4","10.1109/MRS.2019.8901079","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901079","","","approximation theory;autonomous aerial vehicles;cameras;mobile robots;multi-robot systems;path planning","single robot unweighted version;k-STROLL problem;3-approximation algorithm;multiple robot version;weighted problem;tour lengths;optimal tour length;bi-criterion approximations;UAV tours;minimum time multirobot planning;total collected reward;multirobot planning problem;minimum possible time;robot tour","","6","","27","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Brain Tumor Detection in MRI Images Using Image Processing Techniques","A. M. Hashan; E. Agbozo; A. A. K. Al-Saeedi; S. Saha; A. Haidari; M. N. F. Rabi","Department of Intelligent Information Technologies, Ural Federal University, Yekaterinburg, Russia; Department of Big Data Analysis and Methods of Video analysis, Ural Federal University, Yekaterinburg, Russia; Department of Applied Mathematics and Artificial Intelligence, National Research University MPEI, Moscow, Russia; Department of Big Data Analysis and Methods of Video analysis, Ural Federal University, Yekaterinburg, Russia; Department of IT and Automated Control System, National University of Science and Technology MISiS, Moscow, Russia; Department of IT and Automated Control System, National University of Science and Technology MISiS, Moscow, Russia","2021 4th International Symposium on Agents, Multi-Agent Systems and Robotics (ISAMSR)","26 Oct 2021","2021","","","24","28","Biomedical technology plays an important role in the diagnosis and treatment of life-threatening diseases. Recently, one of the most common deadly diseases is brain tumors. The process of treating brain tumors depends on the experience and knowledge of physicians. For this reason, an automated tumor detection system is extremely important for radiologists and doctors to assist in the detection of brain tumors. Accurate analysis of magnetic resonance imaging (MRI) scans is needed to detect brain tumors and this paper proposes an effective method to predicting brain tumors by using convolution neural networks (CNNs). Methods include data augmentation and image pre-processing techniques that cut out the dark edges from images by finding extreme contours. The images are then normalized for a suitable scale. An Adaptive Moment Estimation (Adam) Optimizer has been added to expedite the training process in our network. MRI image dataset (own created Kaggle dataset) is used to train and evaluate the model to get maximized accuracy and the F1 score is calculated to evaluate the performance of the maximized model.","","978-1-6654-3632-8","10.1109/ISAMSR53229.2021.9567799","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9567799","tensorflow;machine learning;brain tumor detection;medical images processing;convolutional neural network","Training;Deep learning;Convolution;Magnetic resonance imaging;Brain modeling;Convolutional neural networks;Medical diagnostic imaging","biomedical MRI;brain;diseases;image classification;image segmentation;medical image processing;neural nets;tumours","MRI image dataset;image pre-processing techniques;data augmentation;magnetic resonance imaging scans;automated tumor detection system;brain tumors;image processing techniques;MRI images;brain tumor detection","","5","","16","IEEE","26 Oct 2021","","","IEEE","IEEE Conferences"
"A Flexible Navigation Support System for a Team of Underwater Robots","A. Quraishi; A. Bahr; F. Schill; A. Martinoli","École Polytechnique Fédérale de Lausanne (EPFL), Distributed Intelligent Systems and Algorithms Laboratory (DISAL), School of Architecture, Civil and Environmental Engineering, Lausanne, Switzerland; Hydromea S.A., Lausanne, Switzerland; Hydromea S.A., Lausanne, Switzerland; École Polytechnique Fédérale de Lausanne (EPFL), Distributed Intelligent Systems and Algorithms Laboratory (DISAL), School of Architecture, Civil and Environmental Engineering, Lausanne, Switzerland","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","70","75","The primary and somewhat interrelated challenges affecting deployment of Autonomous Underwater Vehicles (AUVs) are navigation and communication. We have developed miniature, agile, easy to carry and deploy AUVs equipped with a suite of sensors for underwater environmental sensing. In this paper, we propose a support system for multiple AUVs where a group of Autonomous Surface Vehicles (ASVs) coordinate to provide external positioning reference. They transmit an acoustic ranging pulse and then broadcast their position using acoustic communication. Communication errors are detected by using a novel approach where data decoding is coupled with navigation. Our system achieves scalability in the number of AUVs by using one-way travel time for ranging and making the AUVs passive receivers. Further, it allows the ASVs to be repositioned during a mission, so that they can provide positioning aid from a closer range. This is an advantage especially in shallow water environments, where range measurement errors increase significantly with increasing distance. We describe our system in detail and evaluate it with simulations based on real data as well as field experiments.","","978-1-7281-2876-4","10.1109/MRS.2019.8901064","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901064","","","autonomous underwater vehicles;measurement errors;mobile robots;position control;underwater acoustic communication","flexible navigation support system;underwater robots;autonomous underwater vehicles;underwater environmental sensing;multiple AUVs;ASVs;external positioning reference;acoustic ranging pulse;acoustic communication;data decoding;positioning aid;autonomous surface vehicles","","4","","17","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Non-Prehensile Cooperative Object Transportation with Omnidirectional Mobile Robots: Organization, Control, Simulation, and Experimentation","H. Ebel; P. Eberhard","Institute of Engineering and Computational Mechanics University of Stuttgart, Stuttgart, Germany; Institute of Engineering and Computational Mechanics University of Stuttgart, Stuttgart, Germany","2021 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","7 Dec 2021","2021","","","1","10","Distributed robotics promises to increase flexibility and robustness in robotic automation. The robotic network needs to adapt self-reliantly to different scenarios. Similarly, robustness advantages can be put into practice only if robots can join and leave the robotic network at any time. In that regard, cooperative object transportation constitutes an appropriate model problem to study whether a cooperation scheme is fit to realize the potential of distributed robotics. This paper proposes an optimization-driven scheme for the transportation of, potentially non-convex, polygonal objects which shall be pushed by a group of omnidirectional mobile robots. For dynamic control, distributed model predictive control is used, whereas a custom distributed optimization algorithm is proposed to deal with organization. The latter algorithm is, essentially, a distributed version of augmented Lagrangian particle swarm optimization. Experiments with purpose-built robots show that the scheme can deal with different scenarios without scenario-specific parameter tuning as well as with robots joining and leaving, realizing the promises of cooperative robotics.","","978-1-6654-2926-9","10.1109/MRS50823.2021.9620541","Deutsche Forschungsgemeinschaft (DFG German Research Foundation)(grant numbers:433183605); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620541","","Heuristic algorithms;Transportation;Organizations;Prediction algorithms;Robustness;Task analysis;Particle swarm optimization","distributed control;mobile robots;multi-robot systems;particle swarm optimisation;predictive control","object transportation;omnidirectional mobile robots;distributed robotics;robotic automation;distributed model predictive control;custom distributed optimization algorithm;augmented Lagrangian particle swarm optimization;purpose-built robots;cooperative robotics","","4","","51","IEEE","7 Dec 2021","","","IEEE","IEEE Conferences"
"A Reinforcement Learning Approach to Multi-Robot Planar Construction","C. Strickland; D. Churchill; A. Vardy","Department of Computer Science, Memorial University of Newfoundland, St. John's, Canada; Department of Computer Science, Memorial University of Newfoundland, St. John's, Canada; Department of Computer Science, Department of Electrical and Computer Engineering, Memorial University of Newfoundland, St. John's, Canada","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","238","244","We consider the problem of shape formation in a decentralized swarm of robots trained with reinforcement learning. Shapes are formed from ambient objects which are pushed into a desired pattern. The shape is specified using a projected scalar field that the robots can locally sample. This scalar field plays a similar role to the pheromone gradients used by social insects such as ants and termites to guide the construction of their sophisticated nests. The overall approach is inspired by our previously developed orbital construction algorithm. In this paper, we use reinforcement learning to automatically learn policies that accomplish shape formation without the need for hand-coding algorithmic solutions for each desired shape. The particular research questions addressed in this paper are as follows: (1) The performance of learned policies versus the original hard-coded orbital construction algorithm; (2) The performance of the system on more shapes than were considered for the original algorithm. (3) The impact of the number of robots used in training and then subsequently in testing; We provide experimental results using a custom two-dimensional physics simulator of an environment containing circular robots and objects.","","978-1-7281-2876-4","10.1109/MRS.2019.8901087","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901087","","Shape;Robot sensing systems;Robot kinematics;Orbits;Reinforcement learning","gradient methods;learning (artificial intelligence);mobile robots;multi-robot systems","circular robots;reinforcement learning approach;multirobot planar construction;decentralized swarm;pheromone gradients;social insects;shape formation;hand-coding algorithmic solutions;orbital construction algorithm;two-dimensional physics simulator","","4","","10","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Distributed Algorithm for Selecting Leaders for Supervisory Robotic Swarm Control","M. A. Lewkowicz; R. Agarwal; N. Chakraborty","Yale University; Franklin W. Olin College of Engineering; Department of Mechanical Engineering, Stony Brook University, Stony Brook, NY, USA","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","112","118","In this paper, we present a distributed algorithm for selecting multiple leaders in a swarm that can be used for supervisory control of the swarm system. The usage of optimally placed leaders within swarms can minimize the communication requirements for information dissemination across a robotic network. We formulate the leader selection problem as a combinatorial optimization problem and provide a novel characterization of the optimal solution based on the notion of Voronoi decomposition of a graph. Based on this characterization, we present an incremental, distributed algorithm to compute the leader set. We present simulation results to show that our approach results in optimal performance.","","978-1-7281-2876-4","10.1109/MRS.2019.8901091","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901091","Swarm Robotics;Leader Selection;Distributed Optimization","Distributed algorithms;Swarm robotics;Robot sensing systems;Optimization;Simulation;Bandwidth","computational geometry;distributed algorithms;mobile robots;multi-robot systems;optimisation","supervisory robotic swarm control;multiple leaders;supervisory control;swarm system;optimally placed leaders;communication requirements;information dissemination;robotic network;leader selection problem;combinatorial optimization problem;optimal solution;incremental distributed algorithm;leader set;optimal performance;Voronoi decomposition","","4","","17","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Robots that Sync and Swarm: A Proof of Concept in ROS 2","A. Barciś; M. Barciś; C. Bettstetter","University of Klagenfurt, Klagenfurt, Austria; University of Klagenfurt, Klagenfurt, Austria; University of Klagenfurt, Klagenfurt, Austria","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","98","104","A unified mathematical model for synchronisation and swarming has recently been proposed. Each system entity, called a “swarmalator”, coordinates its internal phase and location with the other entities in a way that these two attributes are mutually coupled. This paper realises and studies, for the first time, the concept of swarmalators in a technical system. We adapt and extend the original model for its use with mobile robots and implement it in the Robot Operating System 2 (ROS 2). Simulations and experiments with small robots demonstrate the feasibility of the model and show its potential to be applied to real-world systems. All types of space-time patterns achieved in theory can be reproduced in practice. Applications can be found in monitoring, exploration, entertainment and art, among other domains.","","978-1-7281-2876-4","10.1109/MRS.2019.8901095","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901095","Swarm robotics;synchronisation;swarmala-tors;ROS 2;pulse coupled oscillators;self-organisation","Robot kinematics;Collision avoidance;Synchronization;Mathematical model;Adaptation models;Swarm robotics","control engineering computing;mobile robots;operating systems (computers);synchronisation","ROS 2;space-time patterns;mathematical model;synchronisation;system entity;swarmalator;mobile robots;robot operating system 2","","4","","29","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Learning Robot Swarm Tactics over Complex Adversarial Environments","A. Behjat; H. Manjunatha; P. K. Kumar; A. Jani; L. Collins; P. Ghassemi; J. Distefano; D. Doermann; K. Dantu; E. Esfahani; S. Chowdhury","Department of Mechanical and Aerospace Engineering, University at Buffalo, Buffalo, NY, USA; Department of Mechanical and Aerospace Engineering, University at Buffalo, Buffalo, NY, USA; Department of Mechanical and Aerospace Engineering, University at Buffalo, Buffalo, NY, USA; Department of Mechanical and Aerospace Engineering, University at Buffalo, Buffalo, NY, USA; Department of Mechanical and Aerospace Engineering, University at Buffalo, Buffalo, NY, USA; Department of Mechanical and Aerospace Engineering, University at Buffalo, Buffalo, NY, USA; Department of Mechanical and Aerospace Engineering, University at Buffalo, Buffalo, NY, USA; Department of Computer Science and Engineering, University at Buffalo, Buffalo, NY, USA; Department of Computer Science and Engineering, University at Buffalo, Buffalo, NY, USA; Department of Mechanical and Aerospace Engineering, University at Buffalo, Buffalo, NY, USA; Department of Mechanical and Aerospace Engineering, University at Buffalo, Buffalo, NY, USA","2021 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","7 Dec 2021","2021","","","83","91","To accomplish complex swarm robotic missions in the real world, one needs to plan and execute a combination of single robot behaviors, group primitives such as task allocation, path planning, and formation control, and mission-specific objectives such as target search and group coverage. Most such missions are designed manually by teams of robotics experts. Recent work in automated approaches to learning swarm behavior has been limited to individual primitives with sparse work on learning complete missions. This paper presents a systematic approach to learn tactical mission-specific policies that compose primitives in a swarm to accomplish the mission efficiently using neural networks with special input and output encoding. To learn swarm tactics in an adversarial environment, we employ a combination of 1) map-to-graph abstraction, 2) input/output encoding via Pareto filtering of points of interest and clustering of robots, and 3) learning via neuroevolution and policy gradient approaches. We illustrate this combination as critical to providing tractable learning, especially given the computational cost of simulating swarm missions of this scale and complexity. Successful mission completion outcomes are demonstrated with up to 60 robots. In addition, a close match in the performance statistics in training and testing scenarios shows the potential generalizability of the proposed framework.","","978-1-6654-2926-9","10.1109/MRS50823.2021.9620707","DARPA(grant numbers:HR00111920030); NSF(grant numbers:IIS-1927462); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620707","","Training;Systematics;Filtering;Urban areas;Swarm robotics;Encoding;Task analysis","control engineering computing;learning (artificial intelligence);mobile robots;multi-robot systems;neurocontrollers;path planning","tractable learning;robot swarm tactics;complex adversarial environments;complex swarm robotic missions;single robot behaviors;task allocation;path planning;formation control;tactical mission-specific policies;adversarial environment;neuroevolution;policy gradient approach;neural networks","","3","","37","IEEE","7 Dec 2021","","","IEEE","IEEE Conferences"
"GVGExp: Communication-Constrained Multi-Robot Exploration System based on Generalized Voronoi Graphs","K. Masaba; A. Q. Li","Department of Computer Science, Dartmouth College, Hanover, NH, USA; Department of Computer Science, Dartmouth College, Hanover, NH, USA","2021 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","7 Dec 2021","2021","","","146","154","This paper presents GVGExp, a recurrent-connectivity exploration strategy for multi-robot systems to discover unknown environments under communication-constrained conditions. A robust multi-robot exploration strategy with communication constraints is important to accomplish several applications, e.g., underwater or planetary exploration. Mainstream multi-robot exploration strategies have considered unlimited communication. In addition, these strategies delegate the resolution of potential path collisions to local planners. In this paper, we explicitly focus on minimizing the number of communication events between robots given the limited bandwidth that can be available in real missions, as well as explicitly minimizing potential path interference between robots. GVGExp incrementally builds a Generalized Voronoi Graph (GVG), which is used by the robots to determine the topology of the environment. We introduce a novel property of the GVG called gate to identify a region (subtree) that is uniquely assigned to each robot, with no overlap, thus minimizing potential path interference. Whenever a robot finishes exploring a region, in a depth-first search fashion, or finds a loop connecting to other parts of the environment, the robot shares information with other robots that are in range to enable coordination. We performed numerous simulations to evaluate our proposed strategy and compared it with other state-of-the-art methods. Experimental results show that GVGExp is able to explore the environments in a relatively short amount of time, significantly reducing communication events and path interference.","","978-1-6654-2926-9","10.1109/MRS50823.2021.9620554","NSF(grant numbers:CNS-1919647,OIA-1923004,CNS-2024541); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620554","","Robot kinematics;Interference;Bandwidth;Logic gates;Topology;Multi-robot systems;Collision avoidance","computational geometry;graph theory;mobile robots;multi-robot systems;path planning;SLAM (robots)","communication-constrained multirobot exploration system;GVGExp;recurrent-connectivity exploration strategy;multirobot systems;communication-constrained conditions;robust multirobot exploration strategy;communication constraints;underwater exploration;planetary exploration;unlimited communication;potential path collisions;communication events;potential path interference;generalized Voronoi graphs","","3","","39","IEEE","7 Dec 2021","","","IEEE","IEEE Conferences"
"Decentralized Multiple Mobile Depots Route Planning for Replenishing Persistent Surveillance Robots","Y. Ding; W. Luo; K. Sycara","Robotics Institute, School of Computer Science, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; Robotics Institute, School of Computer Science, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA; Robotics Institute, School of Computer Science, Carnegie Mellon University, Pittsburgh, Pennsylvania, USA","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","23","29","Ahstract- Persistent surveillance of a target space using multiple robots has numerous applications. The continuous operation in these applications is challenged by limited onboard battery capacity of the persistent robots. We consider the problem for replenishing persistent robots using mobile depots, where mobile depots collectively compute a set of tours to drop off batteries for replenishing all persistent robots with the minimum total cost. Compared to other works, persistent robots are not required to detour for recharging or battery swapping. We formulate this problem as generalized multiple depots traveling salesman problem (GMDTSP) on a complete graph. An efficient centralized heuristic-based algorithm Multiple Depots Random Select (MDRS) is proposed, which has been proved to have an analytical constant upper bound in the worst case scenario. To provide scalability and robustness, a fully decentralized asynchronous MDRS (dec-MDRS) is proposed, with the analysis of its correctness and efficiency. We also propose a post-processing heuristic (MDRS-IM) to improve the solution quality. We demonstrate the efficiency and effectiveness of our algorithm via benchmark on multiple instances from TSPLIB and GTSPLIB. The simulation results show that the complexity of dec-MDRS grows linearly as the number of robots increases. The simulation also shows that MDRS and MDRS-IM perform significantly faster than the state of the art heuristic solver LKH with only a loss of about 10% of solution quality.","","978-1-7281-2876-4","10.1109/MRS.2019.8901096","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901096","","Robots;Batteries;Planning;Surveillance;Heuristic algorithms;Upper bound","mobile robots;multi-robot systems;path planning;travelling salesman problems","persistent surveillance;multiple robots;persistent robots;generalized multiple depots;algorithm Multiple Depots Random Select;fully decentralized asynchronous MDRS;dec-MDRS;MDRS-IM;decentralized multiple mobile depots route planning;generalized multiple depots traveling salesman problem;GTSPLIB;TSPLIB","","3","","22","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"Collision-aware Task Assignment for Multi-Robot Systems","F. Wu; V. S. Varadharajan; G. Beltrame","Department of Computer and Software Engineering, Polytechnique Montreal, Canada.; Department of Computer and Software Engineering, Polytechnique Montreal, Canada.; Department of Computer and Software Engineering, Polytechnique Montreal, Canada.","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","30","36","We propose a novel formulation of the collision-aware task assignment (CATA) problem and a decentralized auction-based algorithm to solve the problem with optimality bound. Using a collision cone, we predict potential collisions and introduce a binary decision variable into the local reward function for task bidding. We further improve CATA by implementing a receding collision horizon to address the stopping robot scenario, i.e. when robots are confined to their task location and become static obstacles to other moving robots. The auction-based algorithm encourages the robots to bid for tasks with collision mitigation considerations. We validate the improved task assignment solution with both simulation and experimental results, which show significant reduction of overlapping paths as well as deadlocks.","","978-1-7281-2876-4","10.1109/MRS.2019.8901059","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901059","","","collision avoidance;mobile robots;multi-robot systems;optimal control","improved task assignment solution;multirobot systems;collision-aware task assignment problem;CATA;decentralized auction-based algorithm;collision cone;potential collisions;binary decision variable;local reward function;task bidding;receding collision horizon;stopping robot scenario;task location;moving robots;collision mitigation considerations","","3","","25","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
"On-Demand Grocery Delivery From Multiple Local Stores With Autonomous Robots","M. Kronmueller; A. Fielbaum; J. Alonso-Mora","Department of Cognitive Robotics, Faculty of Mechanical, Maritime and Materials Engineering, Delft University of Technology, Mekelweg, The Netherlands; Department of Cognitive Robotics, Faculty of Mechanical, Maritime and Materials Engineering, Delft University of Technology, Mekelweg, The Netherlands; Department of Cognitive Robotics, Faculty of Mechanical, Maritime and Materials Engineering, Delft University of Technology, Mekelweg, The Netherlands","2021 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","7 Dec 2021","2021","","","29","37","The advances in the area of autonomous delivery robots combined with customers' desire for fast delivery, bare potential for same-day delivery operations, specifically with small time windows between ordering and delivery. Most same-day deliveries are operated using a single depot and with vehicles' routes planned and fixed when leaving the depot. In this paper, we relax these two assumptions and focus on on-demand grocery delivery using a fleet of autonomous vehicles or robots. The problem features the opportunity to pick up goods at multiple local stores or depots, for example, supermarkets within the city, and allows robots to perform depot returns prior to being empty, if beneficial. This allows for more agile planning and on average shorter distance to the next depot. We propose a novel dynamic method for the same-day delivery problem, where we aim to deliver orders as fast as possible, minimally within the same day. In each time step (every few seconds or minutes) the following is executed: For each order potential pick-up locations are identified and feasible trips, i.e., sequences to pick up goods and deliver orders, are calculated. To assign trips to robots an integer-linear program is solved. We simulate one day of service in a city under different conditions with up to 30 autonomous robots, 30 depots and 10,500 orders. Results underpin the advantages of the proposed method and show its versatility with respect to different situations.","","978-1-6654-2926-9","10.1109/MRS50823.2021.9620599","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620599","","Sensitivity;Urban areas;Robot sensing systems;Planning;Delays;Vehicle dynamics;Robots","goods distribution;integer programming;mobile robots;vehicle routing","single depot;on-demand grocery delivery;autonomous vehicles;multiple local stores;depot returns;same-day delivery problem;order potential pick-up locations;autonomous delivery robots;integer-linear program","","3","","26","EU","7 Dec 2021","","","IEEE","IEEE Conferences"
"Multi-robot Learning and Coverage of Unknown Spatial Fields","M. Santos; U. Madhushani; A. Benevento; N. E. Leonard","Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ, USA; Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ, USA; Department of Engineering, University of Salento, via per Monteroni, Lecce, Italy; Department of Mechanical and Aerospace Engineering, Princeton University, Princeton, NJ, USA","2021 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","7 Dec 2021","2021","","","137","145","This paper addresses the problem of optimally covering a domain when the scalar function that describes the relative importance of the points in the domain is initially unknown. We propose an adaptive strategy for a team of cooperative robots that combines estimation and learning methods with optimal spatial coverage. The proposed algorithm leads the team of robots to an optimal solution of the coverage problem by efficiently trading off movement choices for learning the field with movement choices for covering the estimated field. The algorithm exploits the flexibility of Gaussian processes for learning the field and optimization rules based on Voronoi partitions of the environment for covering the field. We propose an exploration strategy that uses the decentralized nature of the coverage problem by allowing each robot to sample the space in its area of dominance. We provide a theoretical guarantee of the algorithm. The performance of the proposed algorithm is evaluated in simulation as well as on a team of mobile robots.","","978-1-6654-2926-9","10.1109/MRS50823.2021.9620688","Office of Naval Research(grant numbers:25105-G0001-10012165); Army Research Office(grant numbers:W911NF-18-1-0325); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9620688","","Uncertainty;Estimation;Density functional theory;Rendering (computer graphics);Partitioning algorithms;Mobile robots;Robots","computational geometry;Gaussian processes;learning (artificial intelligence);mobile robots;multi-robot systems","movement choices;optimization rules;exploration strategy;mobile robots;scalar function;adaptive strategy;learning methods;multirobot learning;unknown spatial field coverage;cooperative robot team;Gaussian processes;Voronoi partitions","","3","","37","IEEE","7 Dec 2021","","","IEEE","IEEE Conferences"
"The Robotic Swarm Contamination Problem","S. Avrahami; N. Agmon","Department of Computer Science, Bar - Ilan University, Ramat Gan, Israel; Department of Computer Science, Bar - Ilan University, Ramat Gan, Israel","2019 International Symposium on Multi-Robot and Multi-Agent Systems (MRS)","14 Nov 2019","2019","","","119","125","The problem of reaching a consensus in a swarm of robots has been widely examined in the literature. In this paper we introduce the contamination problem, a new version of the consensus problem in which the robots' influence to adopt a certain value towards a consensus is based on both external factors (its surroundings) and its internal state. The problem's innovation is in the combination of two aspects: first, the existence of adversarial forces that may intentionally act to divert the robots from a desired consensus, and an asymmetry of state transition, that is, a robot may have a stronger tendency to change from one state to another, compared to the other way around. We provide a theoretical analysis of formation creation as a mean to guarantee consensus, and an empirical evaluation-both in simulation and in real robots-demonstrating the influence of different robot behaviors and internal factors on the convergence time and value.","","978-1-7281-2876-4","10.1109/MRS.2019.8901090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901090","","Robot sensing systems;Robot kinematics;Contamination;Swarm robotics;Resistance;Switches","mobile robots;multi-robot systems","robotic swarm contamination problem;consensus problem;state transition;robot behaviors;internal factors;external factors;adversarial forces;convergence time;formation creation","","2","","22","IEEE","14 Nov 2019","","","IEEE","IEEE Conferences"
